year,assoc_actor_1,country,admin1,admin2,admin3,location,latitude,longitude,notes,fatalities,date_of_event
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 2 October 2022, students from the Tehran University of Science and Culture protested on campus in Tehran - District 2 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 2 October 2022, students from the University of Shiraz protested on campus in Shiraz city (Fars) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Plainclothes police attacked some of the students and beat them.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Shahr-e Qods,Central,Qods,35.717,51.067,"On 2 October 2022, students from Islamic Azad University of Qods City protested on campus in Qods city (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Kerman,Kerman,Central,Kerman,30.283,57.079,"On 2 October 2022, students from Shahid Bahonar University protested on campus in Kerman city (Kerman) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Mazandaran,Babolsar,Central,Babolsar,36.702,52.658,"On 2 October 2022, students from Mazandaran University protested on campus in Babolsar city (Mazandaran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Khuzestan,Ahvaz,Central,Ahvaz,31.319,48.684,"On 2 October 2022, students from Shahid Chomran University protested on campus in Ahvaz city (Khuzestan) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Police intervened and made several arrests.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 22,35.742,51.206,"On 2 October 2022, students from Allameh Tabataba'i University protested on campus in Tehran - District 22 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Yazd,Yazd,Central,Yazd,31.897,54.368,"On 2 October 2022, students from Yazd University protested on campus in Yazd city (Yazd) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 2,35.751,51.362,"On 2 October 2022, students from Sharif University of Technology protested on campus in Tehran - District 2 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters. Police forces surrounded the campus and fired upon the student protesters, injuring multiple people. Police also made over 30 arrests.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Kermanshah,Kermanshah,Central,Kermanshah,34.314,47.065,"On 2 October 2022, students from Zakariyah Razi University rallied on campus in Kermanshah city (Kermanshah) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Islamshahr,Eslamshahr,Eslamshahr,35.552,51.235,"On 2 October 2022, students from the Eslamshahr branch of Azad University protested on campus in Eslamshahr city (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Women (Iran),Iran,Kurdistan,Sannandaj,Central,Sanandaj,35.315,46.999,"On 2 October 2022, rioters built barricades and clashed with IRGC forces in the streets of Sanandaj city (Kurdistan) as part of the ongoing demonstrations following the death of Mahsa Amini. During the course of the riot, presumed IRGC fired live rounds at the demonstrators.",0,2022-10-02
2022,Women (Iran),Iran,Isfahan,Isfahan,Central,Isfahan,32.653,51.675,"On 2 October 2022, rioters lit fires in the streets and clashed with police in the Amirkabir neighborhood of Isfahan city (Isfahan) as part of the ongoing demonstrations related to the death of Mahsa Amini. During the riot, a man died from bullet wound, likely fired by security forces.",1,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 7,35.722,51.444,"On 2 October 2022, students from Khaje Nasiruddin-e Tusi University Faculty of Sciences and Kharazmi University protested on their campuses in Tehran - District 7 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 6,35.725,51.403,"On 2 October 2022, students from Tehran University of Arts, Tehran School of Electrical and Computer Engineering and Tarbiat Modares University protested on their respective campuses in Tehran - District 6 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Students (Iran); Women (Iran),Iran,Tehran,Tehran,Central,Tehran - District 1,35.807,51.461,"On 2 October 2022, students from Shahid Beheshti University and the Sohanak branch of Azad University protested on their campuses in Tehran - District 1 (Tehran) demanding justice for the recent death of a young woman who had been detained by the modesty police. As well, the student protesters condemned the recent police violence towards protesters and demanded the release of imprisoned protesters.",0,2022-10-02
2022,Women (Iran),Iran,West Azerbaijan,Mahabad,Central,Mahabad,36.75,45.723,"On 1 October 2022, protesters rallied in the streets of Mahabad city (West Azerbaijan) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-01
2022,Women (Iran),Iran,Fars,Shiraz,Central,Shiraz,29.61,52.531,"On 1 October 2022, rioters set fires and clashed with police in the streets of Shiraz city (Fars) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-01
2022,Women (Iran),Iran,Kurdistan,Saqqez,Central,Saqqez,36.25,46.273,"On 1 October 2022, protesters rallied in the streets of Saqqez city (Kurdistan) demanding justice for the recent death of a young woman who had been detained by the modesty police.",0,2022-10-01
