Laurel Crime Reports,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Date,Classification ,Location ,Summary,,,,,,,,,,
,10/28/20,Theft Report,14200 Block Baltimore Ave Sb,Four adult males were seen leaving the premises of Ross Dress for Less with approximately $396 worth of stolen merchandise.  Investigation is ongoing.,,,,,,,,,,
,10/28/20,Stolen Tag,100 Block Main St,A vehicle tag was stolen from the rear parking lot of NextCar.  ,,,,,,,,,,
,10/28/20,Theft From Auto,9330 Block Creekview Dr,"A late report of theft from auto in which a debit card, drivers license and other items stolen from the vehicle.",,,,,,,,,,
,10/28/20,Suspicious Person,9100 Block Elaine Ct,An adult male was issued a criminal citation for trespassing and was escorted off of the premises.  ,,,,,,,,,,
,10/29/20,DUI Arrest,Brooklyn Bridge Rd / Woodview Ter,An adult male was arrested for  DUI on a traffic stop.,,,,,,,,,,
,10/29/20,Fraud,811 Fifth St,Approximately $1100 was stolen from a credit union bank account.  The investigation is ongoing.,,,,,,,,,,
,10/29/20,Hit ad Run,811 Fifth St,A report was taken for a hit and run accident.  The investigation is ongoing. ,,,,,,,,,,
,10/30/20,Theft Report,360 Block Domer Ave,An adult female left the nail salon without paying for services that were worth approximately $85.  The investigation is ongoing.,,,,,,,,,,
,10/30/20,Theft Report,14700 Block Baltimore Ave  ,Three adult females were reported to have stolen approximately $1300 worth of merchandise from the Carter's store.  Investigation is ongoing.,,,,,,,,,,
,10/30/20,Hit and Run ,811 Fifth St,A late report of a hit and run was taken.  ,,,,,,,,,,
,10/30/20,Domestic Arrest,6900 Block Andersons Way ,An adult male was arrested for a domestic incident.  The investigation is ongoing. ,,,,,,,,,,
,10/31/20,DUI Arrest,Washington Blvd Sb / Talbott Ave ,An adult was  arrested for DUI at the scene of a 2 car accident.  ,,,,,,,,,,
,10/31/20,Theft Report,1200 Sandy Spring Rd,An adult male entered the location and stole approximately $5000 in scratch off tickets.  The investigation is ongoing. ,,,,,,,,,,
,10/30/20,Theft ,14000 Block Vista Dr ,A report of approximately $600 worth of jewelry was stolen from a residence.  The investigation is ongoing. ,,,,,,,,,,
,10/31/20,Theft From Auto,949 Washington Blvd Sb,"An unattended vehicle while at the Freestate Gas station was entered and a purse, credit cards, driver's license and a cell phone were reported stolen.",,,,,,,,,,
,10/31/20,Fraud Report,811 Fifth St,A female reported a newly opened debit card was opened in her name by the use of her stolen social security number.  The investigation is ongoing.,,,,,,,,,,
,11/1/20,Assault Report,Washington Blvd Sb / Carroll Ave,An adult male was assaulted after a confrontation at a previous location.  The investigation is ongoing. ,,,,,,,,,,
,11/1/20,DUI Arrest,9100 Block Huntington Ct,An adult male was arrested for DUI on a traffic stop. ,,,,,,,,,,
,11/1/20,Theft Report,600 Block Washington Blvd Sb,An electric bicycle was stolen from the parking lot outside of the Walgreens.  The investigation is ongoing. ,,,,,,,,,,
,11/1/20,Theft Report,7600 Block N Arbory Way,A bicycle was stolen outside of the basketball courts at the First Baptist Church of Laurel.  The investigation is ongoing.,,,,,,,,,,
,11/2/20,Theft From Auto,100 Block Morris Dr ,A muffler was stolen off of a vehicle.  The investigation is ongoing. ,,,,,,,,,,
,11/2/20,Theft Report,9100 Block Elaine Ct ,A package was reported stolen from a residence.  ,,,,,,,,,,
,11/2/20,Adult Arrest,Fourth St / Cherry Ln Eb,An adult male was arrested on an active warrant.  ,,,,,,,,,,
,11/4/20,Stolen License Plate,14700 Block Shiloh Ct,The front license plate of a vehicle was reported stolen while parked at a residence.  ,,,,,,,,,,
,11/4/20,Stolen Tag,120 Block Bowie Rd,A rear license plate was stolen while parked in the parking lot of the Red White and Blue Thrift Store. ,,,,,,,,,,
,11/4/20,Theft Report,13600 Block  Baltimore Ave ,2 adult males were seen stealing lottery ticket and fled the location.  ,,,,,,,,,,
,11/4/20,Stolen Vehicle Located,14800 Block Baltimore Ave ,A reported stolen vehicle was found at this location.  ,,,,,,,,,,
,11/5/20,Criminal Citation,300 Block Thomas Dr,An adult male was issued a criminal citation for trespassing and was escorted off of the premises.  ,,,,,,,,,,
,11/5/20,Vandalism,330 Block Prince George St,The interior of a vehicle had been ransacked but no property was stolen.  The investigation is ongoing. ,,,,,,,,,,
,11/5/20,Break In/Theft,9700 Block Fort Meade Rd Eb,The Crown Pharmacy was broken into through forced entry and various prescription narcotics were stolen.  The investigation is ongoing. ,,,,,,,,,,
,11/5/20,DUI,15010 Block Wheatland Pl,An adult male was transported to a local hospital and given DUI citations after a traffic incident.  ,,,,,,,,,,
,11/5/20,Pedestrian Struck,Washington Blvd Sb / Main St,A pedestrian was struck and transported to a local hospital with non life threatening injuries.  ,,,,,,,,,,
,11/5/20,Adult Arrest,700 Block Washington Blvd Sb,An adult male was arrested with multiple outstanding warrants.  ,,,,,,,,,,
,11/5/20,Trespassing  Citation,9100 Block Elaine Ct,An adult male was issued a criminal citation for trespassing and was escorted off of the premises.  ,,,,,,,,,,
,11/6/20,Adult Arrest,14810 Block Baltimore Ave,An adult male was arrested for brandishing a knife and malicious destruction of property. ,,,,,,,,,,
,11/6/20,Theft Report,14700 Block Baltimore Ave,2 Adult males were seen stealing 26 pairs of pants and 20 tee shirts from DTLR.  The investigation is ongoing. ,,,,,,,,,,
,11/7/20,Adult Arrests,7500 Block North  Arbory Ln,2 Adult males were arrested for multiple handgun violations and CDS violations.  ,,,,,,,,,,
,11/7/20,Fraud,811 Fifth St,A victim reported credit card fraud from a stolen card totaling approximately $632.  The investigation is ongoing. ,,,,,,,,,,
,11/7/20,Fraud,811 Fifth St,"A fraud report of possible forged checks of approximately $46,000 was taken and the investigation is ongoing.  ",,,,,,,,,,
,11/7/20,DUI Arrest,Sixth St / Talbott Ave ,An adult male was arrested for DUI on a traffic stop. ,,,,,,,,,,
,11/7/20,Theft Report,120 Block Bowie Rd,A tip jar of approximately $100 was stolen from the Pizza Boli's.,,,,,,,,,,
,10/5/20,DRUG ARREST,Laurel Bowie Rd Nb / Clubhouse Blvd,"Adult male stopped on a traffic stop, issued a criminal citation for possession of more than 10 grams of marijuana.",,,,,,,,,,
,10/5/20,THEFT FROM AUTO,500 block Washington Blvd Sb,A vehicle for sale on the parking lot of AutoNation Chevrolet had all four wheels stolen from it.,,,,,,,,,,
,10/5/20,THEFT REPORT,300 block Fourth St.,A political campaign sign was stolen from a residential yard.,,,,,,,,,,
,10/5/20,SEXUAL ASSAULT,900 block  Fifth St,A victim reported that they were the victim of a sexual assault.  The suspect was known to the victim.  Detectives from CID are investigating,,,,,,,,,,
,10/5/20,TRESPASSING COMPLAINT,600 block  Washington Blvd Sb,An adult male was arrested for trespassing at Walgreens.,,,,,,,,,,
,10/5/20,STOLEN VEHICLE,Spinnaker Rd / Oxford Dr,A vehicle was stolen some time in the last month from a residential parking lot,,,,,,,,,,
,10/6/20,FRAUD,8200 block Marymont Dr,An adult male rented an apartment with a ficticious identity and paid with fraudulent checks.  The case in under investigation.,,,,,,,,,,
,10/6/20,WARRANT SERVICE,8200 blcok Marymont Dr,An adult female was arrested for an open warrant through Prince George's County,,,,,,,,,,
,10/6/20,THEFT REPORT,7700 block Old Sandy Spring Rd,2 adult males stole a box containing approximately $2000 worth of cigarettes from a convenience store. ,,,,,,,,,,
,10/6/20,THEFT REPORT,14200 block Baltimore Ave Sb,1 adult male and 1 adult female stole 12 boxes of shoes from DSW,,,,,,,,,,
,10/6/20,ASSAULT COMBINED,Firehouse Subs 901 Washington Blvd.,A victim was assaulted by approximately 5 males in front of Firehouse Subs while walking home.,,,,,,,,,,
,10/7/20,DUI ARREST,900-Blk Washington Blvd,An adult female was arrested for DUI on a traffic stop,,,,,,,,,,
,10/7/20,THEFT FROM AUTO,9300 block Player Dr,An airbag was removed from a vehicle in a residential parking lot overnight.,,,,,,,,,,
,10/8/20,THEFT FROM AUTO,14600 block Laurel Place,"A vehicle parked on the lot of Chido's was broken into between 1:30am and 2am, items were removed.",,,,,,,,,,
,10/8/20,THEFT FROM AUTO,14200 block Park Center Dr ,An adult male was arrested for entering an unlocked vehicle and removing belongings,,,,,,,,,,
,10/8/20,THEFT FROM AUTO,120 block Bowie Rd,A rear license plate was stolen off of a company truck,,,,,,,,,,
,10/8/20,FRAUD,810 block  Fifth St,Suspects posing as FBI agents contacted a victim via telephone and tricked them into purchasing gift cards,,,,,,,,,,
,10/8/20,THEFT REPORT,14700 block Baltimore Ave Sb ,An adult female stolen items from the store and fled in a vehicle,,,,,,,,,,
,10/8/20,WARRANT ARREST,300 block Armstrong Ct,An adult male was stopped for a traffic violation and was arrested on a warrant through Prince George's County,,,,,,,,,,
,10/9/20,DUI,14800 block Baltimore Ave,An adult male was arrested for DUI on a traffic stop,,,,,,,,,,
,10/9/20,SEXUAL ASSAULT,Granville Gude Park,An adult victim reported that they were sexually assaulted and robbed in the area of Granville Gude Park.  Detective from CID are investigating,,,,,,,,,,
,10/9/20,DISORDERLY,1  block Second St Nb,An adult male was arrested for vandalising property of Quality Inn and Suites,,,,,,,,,,
,10/9/20,SHOPLIFTING,14200 block Baltimore Ave Sb,An adult female was arrested for attempting to steal shoes from DSW,,,,,,,,,,
,10/9/20,ASSAULT REPORT,14700 Baltimore Ave Sb,"An adult male became agitated when he was asked by employees to wear a mask, he struck an employee on the arm and then fled from the restaurant",,,,,,,,,,
,10/9/20,DRUG ARREST,1 Block  Avondale St,An adult male was arrested for possessing narcotics with the intent to distribute.,,,,,,,,,,
,10/10/20,THEFT REPORT,300 block Fourth St.,A political campaign sign was stolen from a residential yard.,,,,,,,,,,
,10/10/20,STOLEN VEHICLE,8200 block Londonderry Ct,"A victim left their vehicle running unattended for approximately 10 minutes while they were delivering food, and it was stolen",,,,,,,,,,
,10/11/20,DUI ARREST,Irving St / Morton Pl,An adult male was arrested for DUI on a traffic stop,,,,,,,,,,
,10/11/20,SEXUAL ASSAULT,15000 block Courtland Place,A victim reported a sexual assault that occurred in the past.  The suspect is known to the victim.  Detective from CID are currently investigating the case.,,,,,,,,,,
,10/11/20,THEFT FROM AUTO,14600 block Baltimore Ave Nb,Two vehicles were broken into on the parking lot and items were removed.,,,,,,,,,,
,9/28/20,DWI DRIVER,100 Block Bowie Rd.,Adult male stopped on a traffic stop arrested for DUI,,,,,,,,,,
,9/28/20,Citizen Armed Robbery,1000 Block Washington Blvd.  SB,A victim standing in line outside a bank with a deposit bag was robbed by a suspect who stated he had a gun.  LPD Detectives are investigating,,,,,,,,,,
,9/28/20,THEFT FROM AUTO,7600 Block East Arbory Ct.,Fog lights stolen from a vehicle in the overnight hours of 9/27,,,,,,,,,,
,9/29/20,Marijuana Arrest,7800 Block Old Sandy Spring Rd.,Adult male issued a criminal citation for posssession of more than 10 grams of marijuana,,,,,,,,,,
,9/29/20,Shoplifting,9600 Block Fort Meade Rd. Wb,Two adults stole merchandise from the Dollar Tree and fled in a vehicle.,,,,,,,,,,
,9/29/20,Warrant Arrest,Sandy Spring Rd. Wb / Nb I95 Hwy. ,Adult male stopped on a traffic stop was arrested for a warrant through Montgomery County,,,,,,,,,,
,9/29/20,DUI Arrest,8600 Block Cherry Ln. Eb,Adult male stopped on a traffic stop arrested for DUI,,,,,,,,,,
,9/29/20,Citizen Armed Robbery,6900 Block Anderson's Way,Two males forced their way into the victim's apartment and struck him with a firearm.  LPD Detectives are investigating the case.,,,,,,,,,,
,9/29/20,Theft from Auto,14700 Block Fourth St.,Two males observed breaking out a window of a vehicle and removing items,,,,,,,,,,
,9/30/20,Theft from auto,100 Block Second St. Nb,"On 9/29 in the overnight hours, a male entered the lot of the Allstar Repair Shop and entered five unsecured vehicles and took items.",,,,,,,,,,
,9/30/20,DUI Arrest,1000 Block Washington Blvd. Sb,Adult male was found asleep behind the wheel in a parking lot and was arrested for DUI,,,,,,,,,,
,10/1/20,SEX OFFENSE,Ashford Blvd,A victim reported a sexual assault.  LPD Detectives are handling the investigation.  The suspect is known to the victim.,,,,,,,,,,
,10/1/20,ASSAULT COMBINED,Cherry Ln. Wb / Sb Baltimore Ave. ,A suspect was seen assaulting a victim in the roadyway.  The victim was taken to the hospital for non-life threatening injuries.  The assault is under investigaiton.,,,,,,,,,,
,10/1/20,THEFT FROM AUTO,6900 Andersons Way,Items taken from a vehicle by an unknown suspect in the overnight hours of 10/1,,,,,,,,,,
,10/1/20,DUI Arrest,Baltimore Ave. Sb / Cherry Ln. Wb,An adult male was arrested for DWI after being stopped on a traffic stop,,,,,,,,,,
,10/1/20,Assault Arrest,200 Block Fort Meade Rd. Eb,An adult female was arrested for assaulting an acquaintance and brandishing a knife.  The victim's injuries were minor.,,,,,,,,,,
,10/2/20,Commercial Burglary,14700 Block Baltimore Ave. Nb ,Three suspects forced entry into the business after hours and ransacked it.  LPD detectives are handling the investigation.,,,,,,,,,,
,10/2/20,Commercial Burglary,8300 Block Ashford Blvd.,A male suspect forced entry into the leasing office of Avondale Apartments and stole property.  LPD detectives are handling the investigation.,,,,,,,,,,
,10/2/20,ASSAULT,310 Block Second St. Nb,"A customer and an employee were mutual combatants in a fight, both parties had minor injuries.",,,,,,,,,,
,10/2/20,DUI Arrest,Baltimore Ave. Sb / Mulberry St.,An adult male was arrested for DUI after being stopped on a traffic stop.,,,,,,,,,,
,10/3/20,Vandalism to Auto,Dell Pl.,Vehicle window was broken with a tree branch sometime in the last 6 days.,,,,,,,,,,
,10/3/20,Warrant Arrest,14800 Baltimore Ave. Nb,An adult male was stopped on a traffic stop and was found to have an open warrant through Fairfax County,,,,,,,,,,
,10/3/20,Burglary 4th Degree,400 Block Montrose Ave.,An adult male and a juvenile were arrested for breaking into a laundry room.  The adult male was found to have multiple open warrants through Prince George's County and Charles County.,,,,,,,,,,
,10/3/20,Child Abuse Arrest,14600 Block  Philip Ct.,An adult male was arrested for assaulting a juvenile family member.,,,,,,,,,,
,10/3/20,Assault Arrest,14700 Block Baltimore Ave.,An adult male was arrested for assualting an employee of Red Crab House.,,,,,,,,,,
,9/28/20,DWI DRIVER,100 Block Bowie Rd.,Adult male stopped on a traffic stop arrested for DUI,,,,,,,,,,
,9/28/20,Citizen Armed Robbery,1000 Block Washington Blvd.  SB,A victim standing in line outside a bank with a deposit bag was robbed by a suspect who stated he had a gun.  LPD Detectives are investigating,,,,,,,,,,
,9/28/20,THEFT FROM AUTO,7600 Block East Arbory Ct.,Fog lights stolen from a vehicle in the overnight hours of 9/27,,,,,,,,,,
,9/29/20,Marijuana Arrest,7800 Block Old Sandy Spring Rd.,Adult male issued a criminal citation for posssession of more than 10 grams of marijuana,,,,,,,,,,
,9/29/20,Shoplifting,9600 Block Fort Meade Rd. Wb,Two adults stole merchandise from the Dollar Tree and fled in a vehicle.,,,,,,,,,,
,9/29/20,Warrant Arrest,Sandy Spring Rd. Wb / Nb I95 Hwy. ,Adult male stopped on a traffic stop was arrested for a warrant through Montgomery County,,,,,,,,,,
,9/29/20,DUI Arrest,8600 Block Cherry Ln. Eb,Adult male stopped on a traffic stop arrested for DUI,,,,,,,,,,
,9/29/20,Citizen Armed Robbery,6900 Block Anderson's Way,Two males forced their way into the victim's apartment and struck him with a firearm.  LPD Detectives are investigating the case.,,,,,,,,,,
,9/29/20,Theft from Auto,14700 Block Fourth St.,Two males observed breaking out a window of a vehicle and removing items,,,,,,,,,,
,9/30/20,Theft from auto,100 Block Second St. Nb,"On 9/29 in the overnight hours, a male entered the lot of the Allstar Repair Shop and entered five unsecured vehicles and took items.",,,,,,,,,,
,9/30/20,DUI Arrest,1000 Block Washington Blvd. Sb,Adult male was found asleep behind the wheel in a parking lot and was arrested for DUI,,,,,,,,,,
,10/1/20,SEX OFFENSE,Ashford Blvd,A victim reported a sexual assault.  LPD Detectives are handling the investigation.  The suspect is known to the victim.,,,,,,,,,,
,10/1/20,ASSAULT COMBINED,Cherry Ln. Wb / Sb Baltimore Ave. ,A suspect was seen assaulting a victim in the roadyway.  The victim was taken to the hospital for non-life threatening injuries.  The assault is under investigaiton.,,,,,,,,,,
,10/1/20,THEFT FROM AUTO,6900 Andersons Way,Items taken from a vehicle by an unknown suspect in the overnight hours of 10/1,,,,,,,,,,
,10/1/20,DUI Arrest,Baltimore Ave. Sb / Cherry Ln. Wb,An adult male was arrested for DWI after being stopped on a traffic stop,,,,,,,,,,
,10/1/20,Assault Arrest,200 Block Fort Meade Rd. Eb,An adult female was arrested for assaulting an acquaintance and brandishing a knife.  The victim's injuries were minor.,,,,,,,,,,
,10/2/20,Commercial Burglary,14700 Block Baltimore Ave. Nb ,Three suspects forced entry into the business after hours and ransacked it.  LPD detectives are handling the investigation.,,,,,,,,,,
,10/2/20,Commercial Burglary,8300 Block Ashford Blvd.,A male suspect forced entry into the leasing office of Avondale Apartments and stole property.  LPD detectives are handling the investigation.,,,,,,,,,,
,10/2/20,ASSAULT,310 Block Second St. Nb,"A customer and an employee were mutual combatants in a fight, both parties had minor injuries.",,,,,,,,,,
